﻿1;2019-08-01;12.00.04;22,0;44,7;
2;2019-08-01;14.00.04;22,0;44,2;
3;2019-08-01;16.00.04;22,0;43,9;
4;2019-08-01;18.00.04;22,0;43,6;
5;2019-08-01;20.00.04;22,0;43,9;
6;2019-08-01;22.00.04;21,9;43,6;
7;2019-08-02;00.00.04;21,9;43,3;
8;2019-08-02;02.00.04;21,9;43,3;
9;2019-08-02;04.00.04;21,9;43,3;
10;2019-08-02;06.00.04;21,9;43,3;
11;2019-08-02;08.00.04;21,9;43,3;
12;2019-08-02;10.00.04;21,9;43,7;
13;2019-08-02;12.00.04;21,9;44,1;
14;2019-08-02;14.00.04;21,9;44,2;
15;2019-08-02;16.00.04;21,9;43,8;
16;2019-08-02;18.00.04;21,9;43,3;
17;2019-08-02;20.00.04;21,8;42,9;
18;2019-08-02;22.00.04;21,8;42,4;
19;2019-08-03;00.00.04;21,8;42,0;
20;2019-08-03;02.00.04;21,8;42,0;
21;2019-08-03;04.00.04;21,8;42,2;
22;2019-08-03;06.00.04;21,8;42,4;
23;2019-08-03;08.00.04;21,8;42,6;
24;2019-08-03;10.00.04;21,8;43,0;
25;2019-08-03;12.00.04;21,8;42,9;
26;2019-08-03;14.00.04;21,8;42,5;
27;2019-08-03;16.00.04;21,8;41,7;
28;2019-08-03;18.00.04;21,8;41,5;
29;2019-08-03;20.00.04;21,7;41,1;
30;2019-08-03;22.00.04;21,7;40,7;
31;2019-08-04;00.00.04;21,7;40,7;
32;2019-08-04;02.00.04;21,7;40,8;
33;2019-08-04;04.00.04;21,7;41,0;
34;2019-08-04;06.00.04;21,7;41,2;
35;2019-08-04;08.00.04;21,7;41,5;
36;2019-08-04;10.00.04;21,7;41,9;
37;2019-08-04;12.00.04;21,7;42,0;
38;2019-08-04;14.00.04;21,7;41,5;
39;2019-08-04;16.00.04;21,7;40,7;
40;2019-08-04;18.00.04;21,6;40,4;
41;2019-08-04;20.00.04;21,6;40,1;
42;2019-08-04;22.00.04;21,6;39,9;
43;2019-08-05;00.00.04;21,6;39,8;
44;2019-08-05;02.00.04;21,6;40,0;
45;2019-08-05;04.00.04;21,6;40,3;
46;2019-08-05;06.00.04;21,6;40,5;
47;2019-08-05;08.00.04;21,6;40,5;
48;2019-08-05;10.00.04;21,6;40,7;
49;2019-08-05;12.00.04;21,7;40,7;
50;2019-08-05;14.00.04;21,7;40,7;
51;2019-08-05;16.00.04;21,7;40,9;
52;2019-08-05;18.00.04;21,7;40,8;
