site,year,month,day_frac_T1,day_frac_T2,day_frac_T3,day_frac_moist,T1_mean,T1_absmax,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmax,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmax,T3_absmin,T3_meanmax,T3_meanmin,moist_sd,moist_cv,moist_med,moist_mean,moist_absmax,moist_absmin,T1_TDD,T1_GDD3,T1_GDD5,T1_FDD,T1_TDD_days,T1_GDD3_days,T1_GDD5_days,T1_FDD_days,T2_TDD,T2_GDD3,T2_GDD5,T2_FDD,T2_TDD_days,T2_GDD3_days,T2_GDD5_days,T2_FDD_days,T3_TDD,T3_GDD3,T3_GDD5,T3_FDD,T3_TDD_days,T3_GDD3_days,T3_GDD5_days,T3_FDD_days
14,2021,9,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,8.55,10.63,6.07,8.85,8.25,7.65,16.25,-0.94,9.91,5.05,7.5,17.3,-2.45,10.27,4.35,1.14,0.05,20.8,20.8,24,18.8,188.14,188.14,188.14,0,22,22,22,0,168.22,168.22,156.09,0,22,22,19,0,164.98,164.98,154.44,0,22,22,19,0
15,2019,8,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.1935483870967742,14.23,15.53,12.91,14.89,13.59,16.35,23.63,11.38,20.65,12.99,17.11,27.38,9.75,23.43,11.96,1.13,0.11,10.7,10.7,12.4,8.9,85.38,85.38,85.38,0,6,6,6,0,98.08,98.08,98.08,0,6,6,6,0,102.63,102.63,102.63,0,6,6,6,0
15,2019,9,1,1,1,1,10.26,15.28,6.03,10.69,9.89,9.49,21.32,2.26,11.84,7.46,8.78,24.12,-0.75,12.98,5.39,4.1,0.2,20.9,20.9,42.2,8,307.71,307.71,307.71,0,30,30,30,0,284.76,284.76,265.71,0,30,30,26,0,263.43,260.51,243.76,0,30,29,24,0
15,2019,10,1,1,1,1,5.36,8.84,2.91,5.7,5.02,3.71,9.44,-1.56,4.8,2.57,2.59,10.75,-6.38,4.55,0.68,2.89,0.12,22.9,24,41.9,17.2,166.01,163.05,114.02,0,31,30,19,0,115.49,85.95,48.04,-0.62,30,16,7,1,87.52,68.09,43.6,-7.15,28,12,6,3
15,2019,11,1,1,1,0.8,1.97,3.78,0.41,2.16,1.79,0.37,5.57,-4.81,1.09,-0.36,-0.8,8,-10.75,0.69,-2.5,3.79,0.15,24.7,26,43.1,20.9,59.17,13.24,0,0,30,4,0,0,26.52,14.61,0,-15.43,19,4,0,11,27.25,17.28,0,-51.14,13,4,0,17
15,2019,12,1,1,1,0.6774193548387096,1.07,1.41,0.41,1.11,1.01,-0.31,1.13,-5.18,0.05,-0.73,-1.4,1.69,-12.44,-0.25,-2.68,2.07,0.08,26.9,27,36.3,23.2,33.03,0,0,0,31,0,0,0,4.76,0,0,-14.52,17,0,0,14,3.5,0,0,-46.82,7,0,0,24
15,2020,1,1,1,1,0.12903225806451613,0.71,1.41,0.28,0.76,0.65,-0.14,2.57,-2.56,0.38,-0.66,-0.75,4.44,-6.38,0.58,-2.26,0.53,0.02,25,25,25.8,24.3,22.02,0,0,0,31,0,0,0,7.67,0,0,-11.95,13,0,0,18,12.83,0,0,-36.2,12,0,0,19
15,2020,2,1,1,1,0,0.36,0.53,-0.34,0.4,0.33,-0.7,1.19,-6.43,-0.12,-1.29,-1.95,3.25,-12.25,-0.05,-3.88,NA,NA,NA,NA,NA,NA,10.73,0,0,-0.33,27,0,0,2,2.07,0,0,-22.5,6,0,0,23,7,0,0,-63.54,7,0,0,22
15,2020,3,1,1,1,0,-0.05,0.16,-0.34,-0.01,-0.07,-0.31,4.82,-3.56,0.82,-1.3,-0.66,9.88,-9.12,2.44,-3.59,NA,NA,NA,NA,NA,NA,0.83,0,0,-2.23,17,0,0,14,6.19,0,0,-15.93,10,0,0,21,18.69,6.52,0,-39.21,13,2,0,18
15,2020,4,1,1,1,0.4,1.23,3.66,0.03,1.5,0.99,1.72,13.69,-1.74,5.23,-0.42,1.97,17.69,-5.06,7.71,-2.12,1.37,0.07,20.4,20.8,23.7,19.1,37.04,9.24,0,0,30,3,0,0,53.45,27.13,10.82,-1.89,25,6,2,5,63.61,44.27,29.18,-4.45,24,9,5,6
15,2020,5,1,1,1,1,4.89,9.78,1.34,5.67,4.05,7.2,26.44,-0.81,14.38,2.46,7.63,26.06,-2.94,15.23,1.51,5.23,0.42,10.9,12.3,31.1,4.4,151.6,146.85,72.61,0,31,29,10,0,223.22,215.87,192.63,0,31,28,22,0,236.55,228.32,207.81,0,31,27,22,0
15,2020,6,1,1,1,1,12.02,16.28,8.16,12.97,10.96,17.13,34.82,7.82,25.87,11.53,17.97,35.12,7.38,25.69,11.39,2.35,0.52,3.9,4.5,37.6,1.4,360.45,360.45,360.45,0,30,30,30,0,513.93,513.93,513.93,0,30,30,30,0,539.23,539.23,539.23,0,30,30,30,0
15,2020,7,1,1,1,1,12.16,14.91,10.03,12.93,11.35,13.98,28.44,6.94,19.69,10.32,14.13,28.25,5.62,19.85,9.67,6.33,0.51,11.3,12.4,39.3,4.2,376.82,376.82,376.82,0,31,31,31,0,433.48,433.48,433.48,0,31,31,31,0,438.1,438.1,438.1,0,31,31,31,0
15,2020,8,1,1,1,1,13,16.66,9.97,13.89,12.06,14.77,31.63,5.76,22.86,10.23,14.84,31.38,4.31,22.46,9.35,5.79,0.51,9.9,11.3,37.3,3.3,402.89,402.89,402.89,0,31,31,31,0,457.91,457.91,457.91,0,31,31,31,0,459.91,459.91,459.91,0,31,31,31,0
15,2020,9,1,1,1,1,10.41,12.66,7.59,11.02,9.81,10.86,20.88,3.82,14.42,8.17,10.82,20.62,2.44,14.98,7.33,4.91,0.28,16.2,17.4,43.2,10.2,312.3,312.3,312.3,0,30,30,30,0,325.95,325.95,325.95,0,30,30,30,0,324.62,324.62,324.62,0,30,30,30,0
15,2020,10,1,1,1,0.967741935483871,7.38,11.16,0.91,7.76,6.92,6.43,14.69,-0.68,8.23,4.7,5.93,15.5,-2.62,8.32,3.54,3.38,0.17,20.3,19.7,35.5,12.5,228.82,225.82,208.98,0,31,30,26,0,199.47,189.56,173.9,0,31,24,20,0,185.57,180.69,166.45,-1.68,28,23,19,3
15,2020,11,1,1,1,1,4.46,7.53,2.28,4.75,4.15,2.95,10.57,-0.99,4.11,1.9,2.21,11.38,-4.5,4,0.55,4.04,0.15,27.1,27.8,46.6,21.4,133.88,120.93,61.34,0,30,25,10,0,88.69,65.71,48.82,-0.18,28,12,8,2,76.46,60,42.26,-10.15,20,11,7,10
15,2020,12,1,1,1,0.6451612903225806,1.39,2.47,0.53,1.48,1.28,-0.29,2.82,-2.93,0.2,-0.75,-1.1,4.25,-5.94,-0.07,-2.07,1.93,0.07,29.3,29.4,35.4,26.6,43.08,0,0,0,31,0,0,0,9.84,0,0,-18.96,10,0,0,21,9.93,0,0,-44.09,8,0,0,23
15,2021,1,1,1,1,0.0967741935483871,0.05,1.16,-0.47,0.09,0,-1.57,0.07,-6.18,-1.25,-1.96,-4.03,-0.19,-13.69,-3.11,-5.12,0.75,0.03,29.1,29.1,30.2,28,6.53,0,0,-5.04,13,0,0,18,0.02,0,0,-48.74,1,0,0,30,0,0,0,-124.98,0,0,0,31
15,2021,2,1,1,1,0,-0.23,0.28,-0.59,-0.21,-0.26,-1.12,-0.18,-2.06,-1.02,-1.22,-3,-0.25,-5.19,-2.7,-3.25,NA,NA,NA,NA,NA,NA,1.08,0,0,-7.58,6,0,0,22,0,0,0,-31.3,0,0,0,28,0,0,0,-83.88,0,0,0,28
15,2021,3,1,1,1,0,0.05,0.16,-0.28,0.07,0.02,-0.31,-0.12,-0.81,-0.27,-0.35,-0.9,-0.12,-2.75,-0.72,-1.03,NA,NA,NA,NA,NA,NA,2.45,0,0,-0.92,24,0,0,7,0,0,0,-9.75,0,0,0,31,0,0,0,-27.79,0,0,0,31
15,2021,4,1,1,1,0.43333333333333335,1.22,3.91,0.16,1.47,1,1.73,16.94,-1.06,4.52,0.13,1.91,17.62,-3.25,5.57,-0.66,1.29,0.05,26.1,26.3,30.2,24.9,36.75,9.96,0,0,30,3,0,0,52.84,35.61,30.69,-1.03,18,6,5,12,59.26,45.41,41.38,-2.08,19,7,6,11
15,2021,5,1,1,1,1,6.02,9.41,1.53,6.62,5.41,8.29,25.51,-1.18,13.51,4.56,8.84,28.81,-3.5,15.33,3.76,2.96,0.12,25,25.7,40.5,20.8,186.6,167,160.18,0,31,23,21,0,257.1,250.64,226.59,0,31,28,22,0,273.92,265.54,248.69,0,31,27,23,0
15,2021,6,1,1,1,1,12.58,17.66,7.53,13.3,11.85,16.6,32.07,6.26,22.61,12.27,17.74,34.19,5.12,24.77,11.84,2.12,0.09,22.7,23.1,45.9,18.5,377.4,377.4,377.4,0,30,30,30,0,498.14,498.14,498.14,0,30,30,30,0,532.15,532.15,532.15,0,30,30,30,0
15,2021,7,1,1,1,1,14.95,18.22,11.91,15.62,14.17,18.08,30.69,8.69,23.82,13.56,18.83,33.31,6.88,25.72,12.76,4.73,0.29,16.1,16.4,39.3,9.1,463.37,463.37,463.37,0,31,31,31,0,560.63,560.63,560.63,0,31,31,31,0,583.69,583.69,583.69,0,31,31,31,0
15,2021,8,1,1,1,1,12.97,15.34,9.41,13.46,12.48,13.53,25.13,8.01,17.08,11.2,13.39,27.56,6.38,18.36,10.2,5.66,0.23,25,24.4,44.6,12.5,402,402,402,0,31,31,31,0,419.57,419.57,419.57,0,31,31,31,0,415.05,415.05,415.05,0,31,31,31,0
15,2021,9,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,9.29,12.16,6.16,9.69,8.88,8.33,16.44,1.51,10.88,6.07,7.62,18.62,-1,11.45,4.3,3.86,0.18,20.7,21.7,40.4,16.5,204.37,204.37,204.37,0,22,22,22,0,183.22,183.22,178.46,0,22,22,21,0,167.63,167.63,154.93,0,22,22,19,0
16,2019,8,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.22580645161290322,12.15,13.41,10.29,13.05,11.3,13.96,24.67,2.54,21.41,7.09,15.12,28.12,0.5,24.35,6.45,0.41,0.02,27.3,27.4,28.9,26.5,85.03,85.03,85.03,0,7,7,7,0,97.74,97.74,97.74,0,7,7,7,0,105.83,105.83,105.83,0,7,7,7,0
16,2019,9,1,1,1,1,9.63,13.04,6.04,10.12,9.17,7.99,22.42,-2.02,13.03,3.33,7.85,25.12,-4.69,14.48,1.81,1.64,0.05,32,31.4,37.1,26.5,289.01,289.01,289.01,0,30,30,30,0,239.8,227.53,215.39,0,30,25,22,0,235.4,226.11,218.3,0,30,24,22,0
16,2019,10,1,1,1,1,5.72,8.41,3.29,5.98,5.44,3.05,10.29,-6.21,5.05,0.89,2.36,11.62,-10.75,5.36,-0.65,1.04,0.03,33.4,33.7,40,31.5,177.24,177.24,161.29,0,31,31,27,0,100.12,78.17,47.48,-5.7,28,15,7,3,87.01,69.52,49.69,-13.74,24,12,7,7
16,2019,11,1,1,1,0.9,2.26,3.73,0.91,2.42,2.12,-0.43,5.29,-10.4,0.67,-1.83,-1.42,7.5,-16.5,0.53,-4,2.04,0.06,34.1,34.2,41.1,28.8,67.92,23,0,0,30,7,0,0,20.76,11.83,0,-33.71,12,3,0,18,23.21,16.12,0,-65.73,11,4,0,19
16,2019,12,1,1,1,1,1.61,2.04,1.1,1.67,1.55,-0.22,1.79,-5.15,0.21,-0.76,-1.03,2.62,-11.75,0.13,-2.53,1.38,0.04,35.2,35.3,40.3,32.5,49.95,0,0,0,31,0,0,0,5.45,0,0,-12.32,18,0,0,13,5.79,0,0,-37.85,8,0,0,23
16,2020,1,1,1,1,0.25806451612903225,0.84,1.66,0.41,0.92,0.77,-0.59,3.79,-6.08,0.64,-2.01,-0.62,5.62,-9.19,1.31,-2.97,1.45,0.04,34.3,35,38.7,33.5,26.04,0,0,0,31,0,0,0,11.18,0,0,-29.41,13,0,0,18,20.33,0,0,-39.58,13,0,0,18
16,2020,2,1,1,1,0,0.49,0.85,-0.52,0.54,0.44,-1.57,1.92,-12.83,-0.2,-2.84,-2.49,3.5,-19.38,0.69,-5.1,NA,NA,NA,NA,NA,NA,15,0,0,-0.94,26,0,0,3,2.1,0,0,-47.59,3,0,0,26,6,0,0,-78.3,6,0,0,23
16,2020,3,1,1,1,0,-0.34,-0.27,-0.46,-0.3,-0.34,-1.06,8.04,-9.83,1.7,-3.86,-1.18,12.5,-15.44,3.73,-6.31,NA,NA,NA,NA,NA,NA,0,0,0,-10.39,0,0,0,31,9.3,0,0,-42.01,10,0,0,21,23.2,11.52,0,-59.63,11,3,0,20
16,2020,4,1,1,1,0,0.05,1.79,-0.34,0.21,-0.05,0.86,14.85,-7.71,6.2,-3.49,1.59,19.5,-10.38,8.77,-4.96,NA,NA,NA,NA,NA,NA,7.75,0,0,-6.1,9,0,0,21,33.63,10.46,0,-7.89,19,3,0,11,54.98,42.9,11.76,-7.15,22,10,2,8
16,2020,5,1,1,1,0.967741935483871,3.68,7.98,0.66,4.5,2.89,6.27,28.35,-6.71,15.75,-2.07,7.02,28,-8.56,16.65,-3.06,1.11,0.04,28.2,28.1,31.7,25.4,114.07,73.19,47.71,0,31,15,8,0,194.5,186.24,151.19,0,31,26,17,0,217.68,205.38,179.78,0,31,25,19,0
16,2020,6,1,1,1,1,10.26,14.66,6.04,11.44,9.08,16.59,37.67,-0.21,28.59,6.48,17.58,37.19,-0.81,28.57,6.48,2.19,0.09,25,24.6,33.4,18.1,307.82,307.82,307.82,0,30,30,30,0,497.56,497.56,497.56,0,30,30,30,0,527.32,527.32,527.32,0,30,30,30,0
16,2020,7,1,1,1,1,11.75,13.79,10.16,12.47,11,13.71,29.98,3.17,21.79,7.06,14.11,31.06,1.62,22.66,6.39,1.63,0.06,27,26.9,37.6,23.2,364.2,364.2,364.2,0,31,31,31,0,425.02,425.02,425.02,0,31,31,31,0,437.5,437.5,437.5,0,31,31,31,0
16,2020,8,1,1,1,1,11.64,14.16,8.35,12.66,10.55,12.94,28.92,-0.08,21.75,5.08,13.45,31.56,-1.88,23.15,4.15,5.69,0.32,15.9,17.9,27.1,9.9,360.87,360.87,360.87,0,31,31,31,0,401.26,401.26,401.26,0,31,31,31,0,416.8,416.8,416.8,0,31,31,31,0
16,2020,9,1,1,1,1,9.51,11.91,7.35,10.16,8.88,9.31,19.17,-0.02,14.7,4.32,9.75,22.12,-2.31,16.55,3.59,5.25,0.4,15.6,13.2,23.5,3.3,285.36,285.36,285.36,0,30,30,30,0,279.38,279.38,279.38,0,30,30,30,0,292.37,292.37,292.37,0,30,30,30,0
16,2020,10,1,1,1,1,7.16,9.79,3.41,7.49,6.76,5.45,15.42,-3.27,8.3,2.24,5.14,19.25,-6.62,9.14,0.91,2.29,0.12,18.9,18.9,32.8,14.5,221.85,221.85,212.79,0,31,31,29,0,169.78,162.8,146.9,-0.85,28,23,19,3,164.61,159.9,140.96,-5.25,27,22,17,4
16,2020,11,1,1,1,1,4.44,6.91,2.73,4.66,4.21,2.31,10.04,-4.02,3.88,0.75,1.91,11.31,-8.69,4.18,-0.43,1.16,0.06,17.7,18,25,16.2,133.2,124.76,53.85,0,30,27,9,0,75.84,57.96,40.81,-6.56,22,11,7,8,76,61.07,43.64,-18.58,19,11,7,11
16,2020,12,1,1,1,0.8709677419354839,1.74,2.85,0.91,1.82,1.64,-0.46,3.29,-5.71,0.19,-1.24,-1.27,4.44,-9.38,-0.08,-2.6,1.6,0.09,18.3,18.2,22.6,15.4,53.86,0,0,0,31,0,0,0,10.36,0,0,-24.61,10,0,0,21,10.42,0,0,-49.65,8,0,0,23
16,2021,1,1,1,1,0.6451612903225806,1.19,1.73,0.85,1.21,1.17,-0.11,0.48,-0.96,-0.04,-0.2,-1.04,-0.12,-3.19,-0.81,-1.33,1.54,0.08,18.3,19,22.4,17.7,36.97,0,0,0,31,0,0,0,2.69,0,0,-6.09,13,0,0,18,0,0,0,-32.34,0,0,0,31
16,2021,2,1,1,1,0.03571428571428571,0.66,1.04,0.35,0.67,0.64,-0.57,0.04,-1.71,-0.49,-0.65,-1.74,-0.19,-4.25,-1.55,-1.92,NA,NA,22.3,22.3,22.3,22.3,18.39,0,0,0,28,0,0,0,0.04,0,0,-16.12,1,0,0,27,0,0,0,-48.72,0,0,0,28
16,2021,3,1,1,1,0,0.43,0.6,0.29,0.45,0.41,-0.25,0.1,-0.83,-0.18,-0.31,-0.8,0.25,-2.5,-0.6,-0.97,NA,NA,NA,NA,NA,NA,13.46,0,0,0,31,0,0,0,0.04,0,0,-7.7,1,0,0,30,0,0,0,-24.78,0,0,0,31
16,2021,4,1,1,1,0.36666666666666664,1.12,3.04,0.35,1.39,0.88,1.17,15.73,-4.65,5.13,-1.43,1.35,17.12,-7.88,6.22,-2.92,0.89,0.04,23.6,23.9,29.3,22.9,33.46,0,0,0,30,0,0,0,35.25,17.7,0,-0.21,27,5,0,3,41.99,25.9,5.07,-1.46,23,6,1,7
16,2021,5,1,1,1,1,5.6,8.79,1.29,6.35,4.89,7.8,26.54,-5.21,15.34,1.59,8.48,30.19,-8.38,16.66,0.56,1.64,0.07,22.7,23.4,35.6,21.3,173.47,153.33,149.85,0,31,22,21,0,241.91,235.51,218.2,0,31,27,22,0,262.78,256.48,237.59,0,31,27,22,0
16,2021,6,1,1,1,1,12,16.29,6.91,12.95,11.03,16.75,36.35,2.17,26.82,8.49,17.89,37.75,0.75,28.27,7.87,1.89,0.09,20.7,20.5,30,13.3,359.92,359.92,359.92,0,30,30,30,0,502.49,502.49,502.49,0,30,30,30,0,536.73,536.73,536.73,0,30,30,30,0
16,2021,7,1,1,1,1,14.4,17.73,11.16,15.58,13.18,18.13,36.04,2.79,28.82,9.23,18.61,35.5,1,28.75,8.44,3.58,0.48,7.7,7.5,21.1,1.2,446.37,446.37,446.37,0,31,31,31,0,562.18,562.18,562.18,0,31,31,31,0,577.03,577.03,577.03,0,31,31,31,0
16,2021,8,1,1,1,1,12.78,14.54,10.79,13.38,12.19,13.02,24.6,3.92,18.49,8.6,13.07,26.25,1.44,19.52,7.44,1.91,0.13,14,14.4,25.8,10.2,396.13,396.13,396.13,0,31,31,31,0,403.69,403.69,403.69,0,31,31,31,0,405.05,405.05,405.05,0,31,31,31,0
16,2021,9,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,9.51,11.41,6.66,9.92,9.06,7.79,17.23,-1.58,11.95,3.68,7.24,19.12,-4.75,12.45,1.79,0.87,0.06,15.3,15.2,19.1,13.2,209.23,209.23,209.23,0,22,22,22,0,171.33,171.33,163.66,0,22,22,20,0,159.26,157.46,145.64,0,22,21,18,0
18,2019,8,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.22580645161290322,13.25,14.65,10.9,13.96,12.59,14.8,19.75,7.38,17.98,11.26,15.25,21.58,5.77,19.46,10.47,2.46,0.12,19.8,20.1,25.7,16.7,92.76,92.76,92.76,0,7,7,7,0,103.58,103.58,103.58,0,7,7,7,0,106.72,106.72,106.72,0,7,7,7,0
18,2019,9,1,1,1,1,9.38,14.28,4.9,9.87,8.97,8.55,18.75,0.12,10.96,6.09,8.26,20.33,-1.67,11.49,5.03,4.33,0.19,22.8,22.5,39.2,15.3,281.45,281.45,281.45,0,30,30,30,0,256.58,254.16,231.06,0,30,29,23,0,247.76,234.84,222.29,0,30,25,22,0
18,2019,10,1,1,1,1,4.99,8.53,2.65,5.34,4.66,3.06,9.69,-3.19,4.39,1.66,2.48,10.71,-5.73,4.25,0.61,1.99,0.07,28.6,29.1,38.3,22.6,154.68,149.17,83.52,0,31,29,14,0,97.95,71.01,41.82,-3.22,28,13,6,3,85.05,66.87,42.59,-8.03,25,12,6,6
18,2019,11,1,1,1,0.7,1.77,3.78,0.4,1.91,1.62,-0.28,4.75,-7.69,0.52,-1.19,-1.12,6.14,-11.54,0.26,-2.81,1.58,0.05,28.6,29,35.8,26.5,52.97,10.21,0,0,30,3,0,0,18.9,11.28,0,-27.45,14,3,0,16,21.15,15.1,0,-54.65,11,4,0,19
18,2019,12,1,1,1,0.9032258064516129,1.32,1.65,0.9,1.37,1.28,-0.4,0.69,-4.19,-0.04,-0.83,-1.43,1.58,-11.54,-0.33,-2.7,1.34,0.04,29.7,29.9,34.9,27.5,41.07,0,0,0,31,0,0,0,2.97,0,0,-15.33,15,0,0,16,3.8,0,0,-48.09,8,0,0,23
18,2020,1,1,1,1,0.12903225806451613,0.8,1.4,0.4,0.84,0.75,-0.37,4,-3.94,0.48,-1.21,-0.66,5.71,-6.92,0.9,-2.25,1.08,0.04,30.2,30.2,32.6,29,24.75,0,0,0,31,0,0,0,8.22,0,0,-19.78,12,0,0,19,13.97,0,0,-34.53,13,0,0,18
18,2020,2,1,1,1,0,0.21,0.65,-1.6,0.28,0.14,-1.42,0.25,-8.38,-0.73,-2.14,-2.53,1.96,-13.11,-0.71,-4.5,NA,NA,NA,NA,NA,NA,8.4,0,0,-2.2,25,0,0,4,0.07,0,0,-41.16,2,0,0,27,3.48,0,0,-76.8,6,0,0,23
18,2020,3,1,1,1,0,-0.33,-0.22,-1.04,-0.27,-0.38,-0.78,3.12,-6.06,0.27,-1.98,-1.07,7.08,-9.79,1.38,-3.84,NA,NA,NA,NA,NA,NA,0,0,0,-10.13,0,0,0,31,3.76,0,0,-28.03,9,0,0,22,14.2,3.09,0,-47.48,11,1,0,20
18,2020,4,1,1,1,0,-0.25,-0.22,-0.47,-0.24,-0.26,0.67,7.19,-3.44,2.9,-1.32,1.31,12.21,-5.54,5.16,-2.38,NA,NA,NA,NA,NA,NA,0,0,0,-7.57,0,0,0,30,25.79,6.55,0,-5.57,20,2,0,10,46.7,32.51,11.05,-7.26,21,8,2,9
18,2020,5,1,1,1,0.7741935483870968,3.28,8.28,-0.22,3.85,2.76,5.87,20.5,-2.12,10.7,1.34,6.65,22.46,-3.67,12.44,0.69,1.17,0.05,23.5,23.4,26.6,20.4,102.62,75.94,53.59,-0.92,26,14,8,5,181.9,170.35,125.99,0,31,25,14,0,206.28,194.83,166.01,0,31,25,18,0
18,2020,6,1,1,1,1,11.19,15.65,7.15,11.98,10.42,15.4,27.25,5.81,20.53,10.92,16.48,30.64,5.14,22.61,10.69,2.63,0.11,22.9,22.9,36.6,16.1,335.69,335.69,335.69,0,30,30,30,0,461.97,461.97,461.97,0,30,30,30,0,494.46,494.46,494.46,0,30,30,30,0
18,2020,7,1,1,1,1,11.72,14.65,9.78,12.29,11.18,13.23,23.75,7,16.51,10.02,13.37,25.64,5.58,17.65,9.24,3.79,0.15,25.1,24.7,38.6,17.7,363.47,363.47,363.47,0,31,31,31,0,410.08,410.08,410.08,0,31,31,31,0,414.54,414.54,414.54,0,31,31,31,0
18,2020,8,1,1,1,1,12.17,15.34,8.9,12.84,11.53,13.3,20.88,5,16.63,9.52,13.58,23.71,3.71,18.04,8.65,4.31,0.23,17.2,18.7,30.1,13.3,377.31,377.31,377.31,0,31,31,31,0,412.42,412.42,412.42,0,31,31,31,0,420.93,420.93,420.93,0,31,31,31,0
18,2020,9,1,1,1,1,9.81,12.28,7.28,10.31,9.37,10.13,16.25,3.62,12.49,7.52,10.17,17.08,2.33,13.41,6.74,4.87,0.25,20.1,19.4,28.2,12.4,294.34,294.34,294.34,0,30,30,30,0,303.89,303.89,303.89,0,30,30,30,0,305.12,305.12,305.12,0,30,30,30,0
18,2020,10,1,1,1,1,7.09,10.4,3.09,7.42,6.73,6.1,12.75,-1.12,7.69,4.27,5.65,13.71,-3.29,7.84,3.12,6.03,0.21,31.2,29,38.6,16.6,219.7,219.7,194.66,0,31,31,25,0,189.06,178.57,166.45,0,31,23,20,0,177.54,170.86,154.47,-2.39,27,22,18,4
18,2020,11,1,1,1,1,4.33,7.21,2.09,4.61,4.02,2.69,10.12,-2.25,3.99,1.49,2.19,10.96,-5.11,4.04,0.52,2.89,0.1,27.6,28.2,40.8,24.8,129.86,114.9,60.6,0,30,24,10,0,83.45,64.91,48.47,-2.68,22,12,8,8,77.12,61.13,43.23,-11.35,20,11,7,10
18,2020,12,1,1,1,0.6451612903225806,1.32,2.4,0.59,1.39,1.25,-0.54,2.25,-3.94,0.02,-1.11,-1.19,3.33,-6.42,-0.23,-2.18,1.59,0.06,26.9,27.2,32.3,25.2,40.84,0,0,0,31,0,0,0,7.3,0,0,-23.98,9,0,0,22,7.77,0,0,-44.79,8,0,0,23
18,2021,1,1,1,1,0.12903225806451613,0.12,1.21,-0.35,0.15,0.08,-1.69,0.12,-7.06,-1.28,-2.18,-4.24,-0.23,-15.23,-3.13,-5.55,0.43,0.02,26.3,26.2,26.6,25.3,7.57,0,0,-4,12,0,0,19,0.03,0,0,-52.32,1,0,0,30,0,0,0,-131.45,0,0,0,31
18,2021,2,1,1,1,0,-0.15,0.21,-0.54,-0.12,-0.17,-1.17,-0.12,-3.5,-1,-1.31,-3.07,-0.17,-9.11,-2.59,-3.45,NA,NA,NA,NA,NA,NA,1.11,0,0,-5.25,9,0,0,19,0,0,0,-32.83,0,0,0,28,0,0,0,-86.07,0,0,0,28
18,2021,3,1,1,1,0,-0.06,0.03,-0.22,-0.04,-0.07,-0.38,-0.12,-1.12,-0.29,-0.44,-1.14,-0.17,-3.48,-0.79,-1.38,NA,NA,NA,NA,NA,NA,0.26,0,0,-1.99,9,0,0,22,0,0,0,-11.7,0,0,0,31,0,0,0,-35.28,0,0,0,31
18,2021,4,1,1,1,0.23333333333333334,0.49,1.53,0.03,0.58,0.41,0.59,7.38,-2,1.75,-0.3,0.87,9.64,-4.04,3.08,-1.08,0.55,0.02,25.9,25.9,27.1,24.9,14.59,0,0,0,30,0,0,0,19.56,3.44,0,-1.88,14,1,0,16,29.73,19.06,0,-3.59,15,5,0,15
18,2021,5,1,1,1,1,5.61,9.78,1.03,6.29,5.05,7.37,20.25,-2.38,11.03,3.87,7.95,24.21,-4.42,12.94,3.16,1.8,0.07,24.1,24.4,32.8,20.7,173.91,157.53,154.23,0,31,22,21,0,228.43,217.83,207.69,0,31,25,22,0,246.53,238.58,223.87,0,31,26,22,0
18,2021,6,1,1,1,1,12.22,17.9,6.65,13.13,11.42,15.67,28.75,5.12,20.38,11.67,16.66,31.96,4.21,22.66,11.27,2.01,0.12,17.1,17.3,29.3,13,366.57,366.57,366.57,0,30,30,30,0,470.15,470.15,470.15,0,30,30,30,0,499.73,499.73,499.73,0,30,30,30,0
18,2021,7,1,1,1,1,14.34,18.15,10.65,15.18,13.49,17.16,26.38,6.94,21.77,12.8,17.78,28.83,5.71,23.45,12.21,4.03,0.38,9.9,10.7,29.3,6.4,444.4,444.4,444.4,0,31,31,31,0,531.84,531.84,531.84,0,31,31,31,0,551.18,551.18,551.18,0,31,31,31,0
18,2021,8,1,1,1,1,12.32,14.34,9.4,12.85,11.83,12.92,19.25,7.25,15.39,10.51,12.91,22.08,6.21,16.19,9.8,5.07,0.22,22,22.6,36.5,13.5,381.78,381.78,381.78,0,31,31,31,0,400.58,400.58,400.58,0,31,31,31,0,400.16,400.16,400.16,0,31,31,31,0
18,2021,9,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,8.62,11.28,5.53,9.07,8.21,7.69,15.81,-0.25,9.94,5.17,7.41,17.08,-1.92,10.31,4.17,2.38,0.11,20.6,20.7,31.4,17.2,189.71,189.71,189.71,0,22,22,22,0,169.28,169.28,156.94,0,22,22,19,0,163.02,160.24,152.54,0,22,21,19,0
19,2019,8,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.1935483870967742,15.42,17.12,13.62,16.39,14.55,16.31,25,8.75,22.89,10.43,17.15,29.15,5.27,25.91,7.81,0.19,0,54.9,54.8,55.2,54.2,92.54,92.54,92.54,0,6,6,6,0,97.89,97.89,97.89,0,6,6,6,0,102.9,102.9,102.9,0,6,6,6,0
